art_id,keyword,key_id,art_year
5996,25-hydroxyvitamin d,30,2009
5253,25-hydroxyvitamin d,30,2009
4629,11-hydroxysteroid dehydrogenase type 1,7,2009
5463,abdominal fat,101,2009
5730,abdominal fat,101,2009
4675,abdominal obesity,106,2009
5238,abdominal obesity,106,2009
5626,abdominal wall,109,2009
5626,abdominoplasty,110,2009
5616,absorption,125,2009
5545,absorption,125,2009
5322,absorption,125,2009
5888,accelerometery,136,2009
4681,achalasia,163,2009
4695,adherence,258,2009
5086,adipocyte,262,2009
4705,adipocyte,262,2009
4933,adipocyte,262,2009
4925,adipocyte,262,2009
5448,adipocyte,262,2009
5667,adipocyte,262,2009
5011,adipocyte differentiation,263,2009
5522,adipokine,275,2009
4698,adipokine,275,2009
4724,adipokine,275,2009
5336,adipogenesis,272,2009
4689,adipogenesis,272,2009
4698,adiponect scanin,276,2009
4700,adiponect scanin,276,2009
4705,adiponect scanin,276,2009
4787,adiponect scanin,276,2009
4751,adiponect scanin,276,2009
4915,adiponect scanin,276,2009
4942,adiponect scanin,276,2009
4884,adiponect scanin,276,2009
5310,adiponect scanin,276,2009
5367,adiponect scanin,276,2009
5199,adiponect scanin,276,2009
5528,adiponect scanin,276,2009
5448,adiponect scanin,276,2009
5668,adiponect scanin,276,2009
5675,adiponect scanin,276,2009
5695,adiponect scanin,276,2009
4982,adipose tissue,291,2009
4983,adipose tissue,291,2009
4957,adipose tissue,291,2009
5010,adipose tissue,291,2009
4997,adipose tissue,291,2009
4708,adipose tissue,291,2009
4629,adipose tissue,291,2009
5131,adipose tissue,291,2009
5470,adipose tissue,291,2009
5695,adipose tissue,291,2009
5964,adipose tissue,291,2009
5880,adipose tissue,291,2009
5864,adipose tissue,291,2009
6026,adipose tissue,291,2009
5695,adiponect scanin receptor,277,2009
5528,adiponect scanin receptor,277,2009
5281,adiposity,304,2009
4710,adiposity,304,2009
4782,adiposity,304,2009
5027,adiposity,304,2009
5878,adiposity,304,2009
5728,adjustable gastric banding,309,2009
5637,adjustable gastric banding,309,2009
4948,adjustable gastric banding,309,2009
4976,adjustable gastric banding,309,2009
5337,adjustable gastric banding,309,2009
5348,adjustable gastric banding,309,2009
5386,adiposity rebound,306,2009
5424,adolescent health,321,2009
5975,adolescent health,321,2009
5975,adolescent obesity,322,2009
5753,adolescent obesity,322,2009
5110,adolescent obesity,322,2009
5053,adolescent,314,2009
5173,adolescent,314,2009
5201,adolescent,314,2009
5216,adolescent,314,2009
5253,adolescent,314,2009
4782,adolescent,314,2009
4801,adolescent,314,2009
4672,adolescent,314,2009
4639,adolescent,314,2009
4710,adolescent,314,2009
5659,adolescent,314,2009
5652,adolescent,314,2009
5553,adolescent,314,2009
5600,adolescent,314,2009
